Row#,Name,dwGroup,wTableIndex,Mod1,Mod2,Mod3,wIType1,wIType2,wIType3,wIType4,wIType5,wIType6,wIType7,wEType1,wEType2,wEType3,wEType4,wEType5
889,'Sturdy',0x65,0x6C2,0x5::(0)[10.20],,,0x32,,,,,,,,,,,
890,'Sturdy',0x65,0x6C2,0x5::(0)[21.30],,,0x32,,,,,,,,,,,
891,'Strong',0x65,0x6C3,0x5::(0)[31.40],,,0x32,,,,,,,,,,,
892,'Glorious',0x65,0x6C4,0x5::(0)[41.50],,,0x32,,,,,,,,,,,
893,'Blessed',0x65,0x6C5,0x5::(0)[51.65],,,0x32,,,,,,,,,,,
894,'Saintly',0x65,0x6C6,0x5::(0)[66.80],,,0x32,,,,,,,,,,,
895,'Holy',0x65,0x6C7,0x5::(0)[81.100],,,0x32,,,,,,,,,,,
896,'Godly',0x65,0x50D3,0x5::(0)[101.200],,,0x32,,,,,,,,,,,
897,'Devious',0x66,0x6C8,0x6::(0)[1],,,0x33,0x4B,0x44,0x19,0x1A,,,,,,,
898,'Blank',0x66,0x2744,0x6::(0)[2],,,0x33,0x4B,0x44,0x19,0x1A,,,,,,,
899,'Null',0x66,0x50D2,0x6::(0)[3.5],,,0x33,0x4B,,,,,,,,,,
900,'Antimagic',0x66,0x50D1,0x6::(0)[6.10],,,0x33,0x4B,,,,,,,,,,
901,'Red',0x67,0x704,0x1B::(0)[1.2],,,0x54,,,,,,,,,,,
902,'Red',0x67,0x704,0x1B::(0)[3],,,0x54,,,,,,,,,,,
903,'Sanguinary',0x67,0x516D,0x1B::(0)[4],,,0x54,,,,,,,,,,,
904,'Sanguinary',0x67,0x516D,0x1B::(0)[5.6],,,0x54,,,,,,,,,,,
905,'Bloody',0x67,0x516C,0x1B::(0)[7.8],,,0x54,,,,,,,,,,,
906,'Red',0x67,0x704,0x1B::(0)[1.2],,,0x53,,,,,,,,,,,
907,'Sanguinary',0x67,0x516D,0x1B::(0)[3],,,0x53,,,,,,,,,,,
908,'Bloody',0x67,0x516C,0x1B::(0)[4],,,0x53,,,,,,,,,,,
909,'Red',0x67,0x704,0x1B::(0)[1],,,0x52,,,,,,,,,,,
910,'Sanguinary',0x67,0x516D,0x1B::(0)[2],,,0x52,,,,,,,,,,,
911,'Bloody',0x67,0x516C,0x1B::(0)[3],,,0x52,,,,,,,,,,,
912,'Scarlet',0x67,0x516B,0x1B::(0)[1.4],,,0x3A,,,,,,,,,,,
913,'Crimson',0x67,0x705,0x1B::(0)[5.8],,,0x3A,,,,,,,,,,,
914,'Jagged',0x68,0x6CD,0x1C::(0)[1.2],,,0x54,,,,,,,,,,,
915,'Jagged',0x68,0x6CD,0x1C::(0)[3.4],,,0x54,,,,,,,,,,,
916,'Jagged',0x68,0x6CD,0x1C::(0)[5.6],,,0x54,,,,,,,,,,,
917,'Forked',0x68,0x711,0x1C::(0)[7.8],,,0x54,,,,,,,,,,,
918,'Forked',0x68,0x711,0x1C::(0)[9.10],,,0x54,,,,,,,,,,,
919,'Serrated',0x68,0x516A,0x1C::(0)[11.12],,,0x54,,,,,,,,,,,
920,'Serrated',0x68,0x516A,0x1C::(0)[13.14],,,0x54,,,,,,,,,,,
921,'Jagged',0x68,0x6CD,0x1C::(0)[1],,,0x53,,,,,,,,,,,
922,'Jagged',0x68,0x6CD,0x1C::(0)[2],,,0x53,,,,,,,,,,,
923,'Forked',0x68,0x711,0x1C::(0)[3],,,0x53,,,,,,,,,,,
924,'Forked',0x68,0x711,0x1C::(0)[4.5],,,0x53,,,,,,,,,,,
925,'Serrated',0x68,0x516A,0x1C::(0)[6.7],,,0x53,,,,,,,,,,,
926,'Jagged',0x68,0x6CD,0x1C::(0)[1],,,0x52,,,,,,,,,,,
927,'Forked',0x68,0x711,0x1C::(0)[2],,,0x52,,,,,,,,,,,
928,'Serrated',0x68,0x516A,0x1C::(0)[3],,,0x52,,,,,,,,,,,
929,'Carbuncle',0x68,0x5169,0x1C::(0)[1.5],,,0x3A,,,,,,,,,,,
930,'Carmine',0x68,0x5168,0x1C::(0)[6.9],,,0x3A,,,,,,,,,,,
931,'Vermillion',0x68,0x5167,0x1C::(0)[11.15],,,0x3A,,,,,,,,,,,
932,'Jagged',0x69,0x6CD,0x1D::(0)[10.20],,,0x2D,0x4B,,,,,,0x1A,0x19,0x44,,
933,'Deadly',0x69,0x6CE,0x1D::(0)[21.30],,,0x2D,0x4B,,,,,,0x1A,0x19,0x44,,
934,'Vicious',0x69,0x6CF,0x1D::(0)[31.40],,,0x2D,,,,,,,0x1A,0x19,0x44,,
935,'Brutal',0x69,0x6D0,0x1D::(0)[41.50],,,0x2D,,,,,,,0x1A,0x19,0x44,,
936,'Massive',0x69,0x6D1,0x1D::(0)[51.65],,,0x2D,,,,,,,0x1A,0x19,0x44,,
937,'Savage',0x69,0x6D2,0x1D::(0)[66.80],,,0x2D,,,,,,,0x1A,0x19,0x44,,
938,'Merciless',0x69,0x6D3,0x1D::(0)[81.100],,,0x2D,,,,,,,0x1A,0x19,0x44,,
939,'Ferocious',0x69,0x5182,0x1D::(0)[101.200],,,0x2D,,,,,,,0x1A,0x19,0x44,,
940,'Cruel',0x69,0x8FE,0x1D::(0)[201.300],,,0x2D,,,,,,,0x1A,0x19,0x44,,
941,'Cinnabar',0x69,0x5166,0x1D::(0)[5.10],,,0x3A,,,,,,,,,,,
942,'Rusty',0x69,0x5165,0x1D::(0)[11.20],,,0x3A,,,,,,,,,,,
943,'Realgar',0x69,0x5164,0x1D::(0)[21.30],,,0x3A,,,,,,,,,,,
944,'Ruby',0x69,0x709,0x1D::(0)[31.40],,,0x3A,,,,,,,,,,,
945,'Vulpine',0x6B,0x6D4,0x1E::(0)[7.12],,,0x33,0xC,0x44,0x1A,,,,,,,,
946,'Dun',0x6B,0x5163,0x1E::(0)[7.12],,,0x3A,,,,,,,,,,,
947,'Tireless',0x6C,0x6D9,0x3D::(0)[25],,,0xF,,,,,,,,,,,
948,'Tireless',0x6C,0x6D9,0x3D::(0)[50],,,0xF,,,,,,,,,,,
949,'Brown',0x6C,0x5162,0x3D::(0)[10.15],,,0x3A,,,,,,,,,,,
950,'Rugged',0x6D,0x6DA,0x3F::(0)[12.24],,,0x54,,,,,,,,,,,
951,'Rugged',0x6D,0x6DA,0x3F::(0)[25.36],,,0x54,,,,,,,,,,,
952,'Rugged',0x6D,0x6DA,0x3F::(0)[37.50],,,0x54,,,,,,,,,,,
953,'Rugged',0x6D,0x6DA,0x3F::(0)[8.16],,,0x53,,,,,,,,,,,
954,'Rugged',0x6D,0x6DA,0x3F::(0)[17.25],,,0x53,,,,,,,,,,,
955,'Rugged',0x6D,0x6DA,0x3F::(0)[26.32],,,0x53,,,,,,,,,,,
956,'Rugged',0x6D,0x6DA,0x3F::(0)[4.8],,,0x52,,,,,,,,,,,
957,'Rugged',0x6D,0x6DA,0x3F::(0)[9.16],,,0x52,,,,,,,,,,,
958,'Rugged',0x6D,0x6DA,0x3F::(0)[5.10],,,0xF,0x10,0x13,0xA,0xC,0x4B,,,,,,
959,'Rugged',0x6D,0x6DA,0x3F::(0)[11.20],,,0xF,0x13,,,,,,,,,,
960,'Rugged',0x6D,0x6DA,0x3F::(0)[11.20],,,0xA,0xC,0x4B,,,,,,,,,
961,'Vigorous',0x6D,0x5161,0x3F::(0)[21.30],,,0xF,0x13,,,,,,,,,,
962,'Chestnut',0x6D,0x5160,0x3F::(0)[10.15],,,0x3A,,,,,,,,,,,
963,'Maroon',0x6D,0x515F,0x3F::(0)[16.25],,,0x3A,,,,,,,,,,,
964,'Bronze',0x6E,0x6DB,0xF::(0)[6.12],,,0x54,,,,,,,,,,,
965,'Bronze',0x6E,0x6DB,0xF::(0)[13.27],,,0x54,,,,,,,,,,,
966,'Bronze',0x6E,0x6DB,0xF::(0)[28.42],,,0x54,,,,,,,,,,,
967,'Iron',0x6E,0x6DC,0xF::(0)[43.57],,,0x54,,,,,,,,,,,
968,'Iron',0x6E,0x6DC,0xF::(0)[58.72],,,0x54,,,,,,,,,,,
969,'Iron',0x6E,0x6DC,0xF::(0)[73.87],,,0x54,,,,,,,,,,,
970,'Steel',0x6E,0x6DD,0xF::(0)[88.102],,,0x54,,,,,,,,,,,
971,'Steel',0x6E,0x6DD,0xF::(0)[103.117],,,0x54,,,,,,,,,,,
972,'Steel',0x6E,0x6DD,0xF::(0)[118.132],,,0x54,,,,,,,,,,,
973,'Bronze',0x6E,0x6DB,0xF::(0)[4.8],,,0x53,,,,,,,,,,,
974,'Bronze',0x6E,0x6DB,0xF::(0)[6.12],,,0x53,,,,,,,,,,,
975,'Bronze',0x6E,0x6DB,0xF::(0)[13.25],,,0x53,,,,,,,,,,,
976,'Iron',0x6E,0x6DC,0xF::(0)[26.38],,,0x53,,,,,,,,,,,
977,'Iron',0x6E,0x6DC,0xF::(0)[39.51],,,0x53,,,,,,,,,,,
978,'Steel',0x6E,0x6DD,0xF::(0)[52.64],,,0x53,,,,,,,,,,,
979,'Steel',0x6E,0x6DD,0xF::(0)[65.77],,,0x53,,,,,,,,,,,
980,'Bronze',0x6E,0x6DB,0xF::(0)[2.4],,,0x52,,,,,,,,,,,
981,'Bronze',0x6E,0x6DB,0xF::(0)[6.12],,,0x52,,,,,,,,,,,
982,'Iron',0x6E,0x6DC,0xF::(0)[13.24],,,0x52,,,,,,,,,,,
983,'Steel',0x6E,0x6DD,0xF::(0)[25.36],,,0x52,,,,,,,,,,,
984,'Bronze',0x6E,0x6DB,0xF::(0)[10.20],,,0x2D,0xA,0x10,0xC,0x4B,,,0x1A,0x19,0x44,,
985,'Iron',0x6E,0x6DC,0xF::(0)[21.40],,,0x2D,0xA,0x4B,,,,,0x1A,0x19,0x44,,
986,'Steel',0x6E,0x6DD,0xF::(0)[41.60],,,0x2D,0xA,0x4B,,,,,0x1A,0x19,0x44,,
987,'Silver',0x6E,0x6DE,0xF::(0)[61.80],,,0x2D,0xA,0x4B,,,,,0x1A,0x19,0x44,,
988,'Gold',0x6E,0x6DF,0xF::(0)[81.100],,,0x2D,0xA,0x4B,,,,,0x1A,0x19,0x44,,
989,'Platinum',0x6E,0x6E0,0xF::(0)[101.120],,,0x2D,0xA,0x4B,,,,,0x1A,0x19,0x44,,
990,'Meteoric',0x6E,0x6E1,0xF::(0)[121.150],,,0x2D,,,,,,,0x1A,0x19,0x44,,
991,'Strange',0x6E,0x51AB,0xF::(0)[151.300],,,0x2D,,,,,,,0x1A,0x19,0x44,,
992,'Weird',0x6E,0xA04,0xF::(0)[301.450],,,0x2D,,,,,,,0x1A,0x19,0x44,,
993,'Nickel',0x6E,0x515E,0xF::(0)[10.20],,,0x3A,,,,,,,,,,,
994,'Tin',0x6E,0x515D,0xF::(0)[21.40],,,0x3A,,,,,,,,,,,
995,'Silver',0x6E,0x6DE,0xF::(0)[41.60],,,0x3A,,,,,,,,,,,
996,'Argent',0x6E,0x515C,0xF::(0)[61.100],,,0x3A,,,,,,,,,,,
997,'Fine',0x6F,0x6E3,0xF::(0)[10.20],0x1C::(0)[1.3],,0x54,,,,,,,,,,,
998,'Fine',0x6F,0x6E3,0xF::(0)[21.48],0x1C::(0)[4.6],,0x54,,,,,,,,,,,
999,'Sharp',0x6F,0x6E2,0xF::(0)[49.76],0x1C::(0)[7.10],,0x54,,,,,,,,,,,
1000,'Fine',0x6F,0x6E3,0xF::(0)[10.20],0x1C::(0)[1.3],,0x53,,,,,,,,,,,
1001,'Sharp',0x6F,0x6E2,0xF::(0)[21.48],0x1C::(0)[4.6],,0x53,,,,,,,,,,,
1002,'Fine',0x6F,0x6E3,0xF::(0)[10.20],0x1C::(0)[1.3],,0x52,,,,,,,,,,,
1003,'Sharp',0x6F,0x6E2,0xF::(0)[10.20],0x1D::(0)[10.20],,0x2D,,,,,,,0x1A,0x19,0x44,,
1004,'Fine',0x6F,0x6E3,0xF::(0)[21.40],0x1D::(0)[21.30],,0x2D,,,,,,,0x1A,0x19,0x44,,
1005,'Warrior's',0x6F,0x6E4,0xF::(0)[41.60],0x1D::(0)[31.40],,0x2D,,,,,,,0x1A,0x19,0x44,,
1006,'Soldier's',0x6F,0x6E5,0xF::(0)[61.80],0x1D::(0)[41.50],,0x2D,,,,,,,0x1A,0x19,0x44,,
1007,'Knight's',0x6F,0x6E6,0xF::(0)[81.100],0x1D::(0)[51.65],,0x2D,,,,,,,0x1A,0x19,0x44,,
1008,'Lord's',0x6F,0x6E7,0xF::(0)[101.120],0x1D::(0)[66.80],,0x2D,,,,,,,0x1A,0x19,0x44,,
1009,'King's',0x6F,0x6E8,0xF::(0)[121.150],0x1D::(0)[81.100],,0x2D,,,,,,,0x1A,0x19,0x44,,
1010,'Master's',0x6F,0x515B,0xF::(0)[151.250],0x1D::(0)[101.150],,0x2D,,,,,,,0x1A,0x19,0x44,,
1011,'Grandmaster's',0x6F,0x515A,0xF::(0)[251.300],0x1D::(0)[151.200],,0x2D,,,,,,,0x1A,0x19,0x44,,
1012,'Glimmering',0x70,0x6F0,0x49::(0)[1],,,0x32,0x19,0x1A,0xA,0xC,0x44,,,,,,
1013,'Glowing',0x70,0x6F1,0x49::(0)[2],,,0x32,0x19,0x1A,0xA,0xC,0x44,,,,,,
1014,'Bright',0x70,0x6F2,0x49::(0)[1],0xF::(0)[10],,0x3A,,,,,,,,,,,
1015,'Screaming',0x71,0x5159,0x5A::(0)[32],,,0x2D,,,,,,,0x2F,0x1E,0x1C,0x22,0x21
1016,'Howling',0x71,0x6E9,0x5A::(0)[64],,,0x2D,,,,,,,0x2F,0x1E,0x1C,0x22,0x21
1017,'Wailing',0x71,0x5158,0x5A::(0)[128],,,0x2D,,,,,,,0x2F,0x1E,0x1C,0x22,0x21
1018,'Screaming',0x71,0x5159,0x5A::(0)[16],,,0x2F,,,,,,,,,,,
1019,'Howling',0x71,0x6E9,0x5A::(0)[24],,,0x2F,,,,,,,,,,,
1020,'Wailing',0x71,0x5158,0x5A::(0)[32],,,0x2F,,,,,,,,,,,
1021,'Lucky',0x72,0x5157,0x3B::(0)[1.4],,,0x54,,,,,,,,,,,
1022,'Lucky',0x72,0x5157,0x3B::(0)[5.7],,,0x54,,,,,,,,,,,
1023,'Lucky',0x72,0x5157,0x3B::(0)[8.12],,,0x54,,,,,,,,,,,
1024,'Lucky',0x72,0x5157,0x3B::(0)[1],,,0x53,,,,,,,,,,,
1025,'Lucky',0x72,0x5157,0x3B::(0)[2.3],,,0x53,,,,,,,,,,,
1026,'Lucky',0x72,0x5157,0x3B::(0)[4.6],,,0x53,,,,,,,,,,,
1027,'Felicitous',0x72,0x5156,0x3B::(0)[5.10],,,0xA,0xC,0x4B,,,,,,,,,
1028,'Fortuitous',0x72,0x6EA,0x3B::(0)[11.15],,,0xA,0xC,0x4B,,,,,,,,,
1029,'Emerald',0x72,0x717,0x3B::(0)[3.7],,,0x3A,,,,,,,,,,,
1030,'Lizard's',0x73,0x6F4,0xB::(0)[3.7],,,0x54,,,,,,,,,,,
1031,'Lizard's',0x73,0x6F4,0xB::(0)[8.13],,,0x54,,,,,,,,,,,
1032,'Lizard's',0x73,0x6F4,0xB::(0)[14.20],,,0x54,,,,,,,,,,,
1033,'Snake's',0x73,0x6F6,0xB::(0)[21.26],,,0x54,,,,,,,,,,,
1034,'Snake's',0x73,0x6F6,0xB::(0)[27.33],,,0x54,,,,,,,,,,,
1035,'Snake's',0x73,0x6F6,0xB::(0)[34.39],,,0x54,,,,,,,,,,,
1036,'Serpent's',0x73,0x6F7,0xB::(0)[40.46],,,0x54,,,,,,,,,,,
1037,'Serpent's',0x73,0x6F7,0xB::(0)[47.52],,,0x54,,,,,,,,,,,
1038,'Serpent's',0x73,0x6F7,0xB::(0)[53.59],,,0x54,,,,,,,,,,,
1039,'Lizard's',0x73,0x6F4,0xB::(0)[2.4],,,0x53,,,,,,,,,,,
1040,'Lizard's',0x73,0x6F4,0xB::(0)[5.7],,,0x53,,,,,,,,,,,
1041,'Lizard's',0x73,0x6F4,0xB::(0)[8.12],,,0x53,,,,,,,,,,,
1042,'Snake's',0x73,0x6F6,0xB::(0)[13.18],,,0x53,,,,,,,,,,,
1043,'Snake's',0x73,0x6F6,0xB::(0)[19.23],,,0x53,,,,,,,,,,,
1044,'Serpent's',0x73,0x6F7,0xB::(0)[24.29],,,0x53,,,,,,,,,,,
1045,'Serpent's',0x73,0x6F7,0xB::(0)[30.34],,,0x53,,,,,,,,,,,
1046,'Lizard's',0x73,0x6F4,0xB::(0)[1.2],,,0x52,,,,,,,,,,,
1047,'Lizard's',0x73,0x6F4,0xB::(0)[3.7],,,0x52,,,,,,,,,,,
1048,'Snake's',0x73,0x6F6,0xB::(0)[8.12],,,0x52,,,,,,,,,,,
1049,'Serpent's',0x73,0x6F7,0xB::(0)[13.17],,,0x52,,,,,,,,,,,
1050,'Lizard's',0x73,0x6F4,0xB::(0)[3.5],,,0x32,0xA,0xC,0x37,0x44,,,0xF,0x10,,,
1051,'Snake's',0x73,0x6F6,0xB::(0)[5.10],,,0x33,0x37,0x13,0xA,0xC,0x4B,,,,,,
1052,'Serpent's',0x73,0x6F7,0xB::(0)[11.20],,,0x33,0x37,0x13,0xA,0xC,0x4B,,,,,,
1053,'Serpent's',0x73,0x6F7,0xB::(0)[11.20],,,0x3,0xF,0x10,0x2D,0x44,,,0x37,,,,
1054,'Drake's',0x73,0x6F8,0xB::(0)[21.30],,,0x37,0xA,0xC,0x44,0x4B,,,,,,,
1055,'Dragon's',0x73,0x6F9,0xB::(0)[31.40],,,0x37,0xA,0xC,0x44,0x4B,,,,,,,
1056,'Dragon's',0x73,0x6F9,0xB::(0)[31.40],,,0x3,0xF,0x10,,,,,,,,,
1057,'Wyrm's',0x73,0x6FA,0xB::(0)[41.60],,,0x37,0xA,0xC,0x44,0x4B,,,,,,,
1058,'Great Wyrm's',0x73,0x5155,0xB::(0)[61.90],,,0x37,0xA,0xC,0x44,0x4B,,,,,,,
1059,'Bahamut's',0x73,0x5154,0xB::(0)[91.120],,,0x37,0xA,0xC,0x44,0x4B,,,,,,,
1060,'Zircon',0x73,0x5153,0xB::(0)[5.10],,,0x3A,,,,,,,,,,,
1061,'Jacinth',0x73,0x5152,0xB::(0)[11.15],,,0x3A,,,,,,,,,,,
1062,'Turquoise',0x73,0x5151,0xB::(0)[16.20],,,0x3A,,,,,,,,,,,
1063,'Shimmering',0x74,0x51A8,0x29::(0)[3.6],,,0x54,,,,,,,,,,,
1064,'Shimmering',0x74,0x51A8,0x29::(0)[8.12],,,0x54,,,,,,,,,,,
1065,'Shimmering',0x74,0x51A8,0x29::(0)[13.15],,,0x54,,,,,,,,,,,
1066,'Shimmering',0x74,0x51A8,0x29::(0)[3.5],,,0x53,,,,,,,,,,,
1067,'Shimmering',0x74,0x51A8,0x29::(0)[6.8],,,0x53,,,,,,,,,,,
1068,'Shimmering',0x74,0x51A8,0x29::(0)[3.5],,,0x52,,,,,,,,,,,
1069,'Shimmering',0x74,0x51A8,0x29::(0)[3.7],,,0x33,,,,,,,,,,,
1070,'Rainbow',0x74,0x51B1,0x29::(0)[8.11],,,0x33,,,,,,,,,,,
1071,'Scintillating',0x74,0x5150,0x29::(0)[12.15],,,0x33,,,,,,,,,,,
1072,'Prismatic',0x74,0x6FD,0x29::(0)[16.20],,,0x33,,,,,,,,,,,
1073,'Chromatic',0x74,0x514F,0x29::(0)[21.30],,,0x33,,,,,,,,,,,
1074,'Shimmering',0x74,0x51A8,0x29::(0)[3.7],,,0xC,0x4B,,,,,,,,,,
1075,'Rainbow',0x74,0x51B1,0x29::(0)[8.11],,,0xC,0x4B,,,,,,,,,,
1076,'Scintillating',0x74,0x5150,0x29::(0)[12.15],,,0xC,0x4B,,,,,,,,,,
1077,'Prismatic',0x74,0x6FD,0x29::(0)[16.20],,,0xC,0x4B,,,,,,,,,,
1078,'Chromatic',0x74,0x514F,0x29::(0)[21.30],,,0xC,0x4B,,,,,,,,,,
1079,'Shimmering',0x74,0x51A8,0x29::(0)[3.7],,,0xA,,,,,,,,,,,
1080,'Rainbow',0x74,0x51B1,0x29::(0)[8.11],,,0xA,,,,,,,,,,,
1081,'Scintillating',0x74,0x5150,0x29::(0)[12.15],,,0xA,,,,,,,,,,,
1082,'Shimmering',0x74,0x51A8,0x29::(0)[5.10],,,0x3A,,,,,,,,,,,
1083,'Scintillating',0x74,0x5150,0x29::(0)[11.15],,,0x3A,,,,,,,,,,,
1084,'Azure',0x75,0x6FE,0x23::(0)[7.15],,,0x54,,,,,,,,,,,
1085,'Lapis',0x75,0x6FF,0x23::(0)[16.20],,,0x54,,,,,,,,,,,
1086,'Cobalt',0x75,0x700,0x23::(0)[21.25],,,0x54,,,,,,,,,,,
1087,'Sapphire',0x75,0x702,0x23::(0)[26.30],,,0x54,,,,,,,,,,,
1088,'Azure',0x75,0x6FE,0x23::(0)[4.7],,,0x53,,,,,,,,,,,
1089,'Lapis',0x75,0x6FF,0x23::(0)[8.10],,,0x53,,,,,,,,,,,
1090,'Cobalt',0x75,0x700,0x23::(0)[11.12],,,0x53,,,,,,,,,,,
1091,'Sapphire',0x75,0x702,0x23::(0)[13.15],,,0x53,,,,,,,,,,,
1092,'Azure',0x75,0x6FE,0x23::(0)[3.5],,,0x52,,,,,,,,,,,
1093,'Lapis',0x75,0x6FF,0x23::(0)[6.7],,,0x52,,,,,,,,,,,
1094,'Cobalt',0x75,0x700,0x23::(0)[8.9],,,0x52,,,,,,,,,,,
1095,'Sapphire',0x75,0x702,0x23::(0)[10.11],,,0x52,,,,,,,,,,,
1096,'Azure',0x75,0x6FE,0x23::(0)[5.10],,,0x32,0x2D,0xA,0xC,0x44,0x4B,,,,,,
1097,'Lapis',0x75,0x6FF,0x23::(0)[11.20],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1098,'Lapis',0x75,0x6FF,0x23::(0)[11.20],,,0x2D,,,,,,,0x44,,,,
1099,'Cobalt',0x75,0x700,0x23::(0)[21.30],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1100,'Cobalt',0x75,0x700,0x23::(0)[21.30],,,0x2D,,,,,,,0x44,,,,
1101,'Sapphire',0x75,0x702,0x23::(0)[31.40],,,0x37,0xF,0xC,0x44,0x4B,,,,,,,
1102,'Lapis Lazuli',0x75,0x514E,0x23::(0)[5.15],,,0x3A,,,,,,,,,,,
1103,'Sapphire',0x75,0x702,0x23::(0)[16.30],,,0x3A,,,,,,,,,,,
1104,'Crimson',0x76,0x705,0x1F::(0)[7.15],,,0x54,,,,,,,,,,,
1105,'Russet',0x76,0x708,0x1F::(0)[16.20],,,0x54,,,,,,,,,,,
1106,'Garnet',0x76,0x707,0x1F::(0)[21.25],,,0x54,,,,,,,,,,,
1107,'Ruby',0x76,0x709,0x1F::(0)[26.30],,,0x54,,,,,,,,,,,
1108,'Crimson',0x76,0x705,0x1F::(0)[4.7],,,0x53,,,,,,,,,,,
1109,'Russet',0x76,0x708,0x1F::(0)[8.10],,,0x53,,,,,,,,,,,
1110,'Garnet',0x76,0x707,0x1F::(0)[11.12],,,0x53,,,,,,,,,,,
1111,'Ruby',0x76,0x709,0x1F::(0)[13.15],,,0x53,,,,,,,,,,,
1112,'Crimson',0x76,0x705,0x1F::(0)[3.5],,,0x52,,,,,,,,,,,
1113,'Russet',0x76,0x708,0x1F::(0)[6.7],,,0x52,,,,,,,,,,,
1114,'Garnet',0x76,0x707,0x1F::(0)[8.9],,,0x52,,,,,,,,,,,
1115,'Ruby',0x76,0x709,0x1F::(0)[10.11],,,0x52,,,,,,,,,,,
1116,'Russet',0x76,0x708,0x1F::(0)[11.20],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1117,'Russet',0x76,0x708,0x1F::(0)[11.20],,,0x2D,,,,,,,0x44,,,,
1118,'Garnet',0x76,0x707,0x1F::(0)[21.30],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1119,'Garnet',0x76,0x707,0x1F::(0)[21.30],,,0x2D,,,,,,,0x44,,,,
1120,'Ruby',0x76,0x709,0x1F::(0)[31.40],,,0x37,0xF,0xC,0x44,0x4B,,,,,,,
1121,'Garnet',0x75,0x707,0x1F::(0)[5.15],,,0x3A,,,,,,,,,,,
1122,'Ruby',0x75,0x709,0x1F::(0)[16.30],,,0x3A,,,,,,,,,,,
1123,'Tangerine',0x77,0x70D,0x21::(0)[7.15],,,0x54,,,,,,,,,,,
1124,'Ocher',0x77,0x70C,0x21::(0)[16.20],,,0x54,,,,,,,,,,,
1125,'Coral',0x77,0x70E,0x21::(0)[21.25],,,0x54,,,,,,,,,,,
1126,'Amber',0x77,0x710,0x21::(0)[26.30],,,0x54,,,,,,,,,,,
1127,'Tangerine',0x77,0x70D,0x21::(0)[4.7],,,0x53,,,,,,,,,,,
1128,'Ocher',0x77,0x70C,0x21::(0)[8.10],,,0x53,,,,,,,,,,,
1129,'Coral',0x77,0x70E,0x21::(0)[11.12],,,0x53,,,,,,,,,,,
1130,'Amber',0x77,0x710,0x21::(0)[13.15],,,0x53,,,,,,,,,,,
1131,'Tangerine',0x77,0x70D,0x21::(0)[3.5],,,0x52,,,,,,,,,,,
1132,'Ocher',0x77,0x70C,0x21::(0)[6.7],,,0x52,,,,,,,,,,,
1133,'Coral',0x77,0x70E,0x21::(0)[8.9],,,0x52,,,,,,,,,,,
1134,'Amber',0x77,0x710,0x21::(0)[10.11],,,0x52,,,,,,,,,,,
1135,'Tangerine',0x77,0x70D,0x21::(0)[5.10],,,0x32,0x2D,0xA,0xC,0x44,0x4B,,,,,,
1136,'Ocher',0x77,0x70C,0x21::(0)[11.20],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1137,'Ocher',0x77,0x70C,0x21::(0)[11.20],,,0x2D,,,,,,,0x44,,,,
1138,'Coral',0x77,0x70E,0x21::(0)[21.30],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1139,'Coral',0x77,0x70E,0x21::(0)[21.30],,,0x2D,,,,,,,0x44,,,,
1140,'Amber',0x77,0x710,0x21::(0)[31.40],,,0x37,0xF,0xC,0x44,0x4B,,,,,,,
1141,'Camphor',0x75,0x514D,0x21::(0)[5.15],,,0x3A,,,,,,,,,,,
1142,'Ambergris',0x75,0x514C,0x21::(0)[16.30],,,0x3A,,,,,,,,,,,
1143,'Beryl',0x78,0x713,0x27::(0)[7.15],,,0x54,,,,,,,,,,,
1144,'Viridian',0x78,0x715,0x27::(0)[16.20],,,0x54,,,,,,,,,,,
1145,'Jade',0x78,0x714,0x27::(0)[21.25],,,0x54,,,,,,,,,,,
1146,'Emerald',0x78,0x717,0x27::(0)[26.30],,,0x54,,,,,,,,,,,
1147,'Beryl',0x78,0x713,0x27::(0)[4.7],,,0x53,,,,,,,,,,,
1148,'Viridian',0x78,0x715,0x27::(0)[8.10],,,0x53,,,,,,,,,,,
1149,'Jade',0x78,0x714,0x27::(0)[11.12],,,0x53,,,,,,,,,,,
1150,'Emerald',0x78,0x717,0x27::(0)[13.15],,,0x53,,,,,,,,,,,
1151,'Beryl',0x78,0x713,0x27::(0)[3.5],,,0x52,,,,,,,,,,,
1152,'Viridian',0x78,0x715,0x27::(0)[6.7],,,0x52,,,,,,,,,,,
1153,'Jade',0x78,0x714,0x27::(0)[8.9],,,0x52,,,,,,,,,,,
1154,'Emerald',0x78,0x717,0x27::(0)[10.11],,,0x52,,,,,,,,,,,
1155,'Beryl',0x78,0x713,0x27::(0)[5.10],,,0x32,0x2D,0xA,0xC,0x44,0x4B,,,,,,
1156,'Viridian',0x78,0x715,0x27::(0)[11.20],,,0x32,0xA,0xC,0x44,0x4B,,,,,,,
1157,'Viridian',0x78,0x715,0x27::(0)[11.20],,,0x2D,,,,,,,0x44,,,,
